Group,PMID,Title,Abstract,Authors,Keywords,Publication Year,Journal Title,Publication Type,Grants,"query = ""('slow fall rotating vessel' or 'slow wall rotating vessel' or 'rotating wall vessel')"""
rotating_wall,7801393,[Intravascular ultrasound].,"Intravascular ultrasound (IVUS) is a new imaging modality for the study of cardiovascular disease, which enables us to visualize the structure of the wall and the inner surface of the vessel. The instrument consists of a small very high frequency ultrasound transducer (12.5-40 MHz) mounted on the tip of a catheter, which can be introduced into the vessel. By rotating either the transducer itself or a mirror situated proximal to the transducer, cross-sectional images of the vessel wall with a high resolution are obtained. IVUS can distinguish between the different layers of the vessel and between different kinds of atherosclerotic plaques. Furthermore, the changes created by various interventional procedures may be visualised. These qualities of IVUS begin to comply with the rising demands for a better assessment of the results of the interventions--demands that cannot be fulfilled by arteriography. Moreover, IVUS may contribute to vascular diagnostics without the use of x-ray and contrast media, but is limited by its invasive nature and, until now, high costs.",Vogt KC,,1994,Ugeskrift for laeger,"Journal Article; Research Support, Non-U.S. Gov't; Review",,
rotating_wall,7732713,[Dissection following balloon angioplasty: predictive possibilities using pre-interventional intravascular ultrasonography].,"The purpose of this study was to examine the association between qualitative and quantitative lesion characteristics before and the incidence of dissection after balloon angioplasty as assessed by intravascular ultrasound imaging. Thirty-seven patients (5 women, 32 men, aged 60 +/- 9 years) with 41 dilated lesions were examined with a 3.5 F, 20 MHz rotational tip intravascular ultrasound imaging system before and immediately after coronary balloon angioplasty. Images were assessed for plaque composition, topography and postinterventional effects on the plaque morphology. Quantitative measurements of lumen area, total arterial area and plaque area were performed in the dilated vessel segment. Plaque morphology was concentric in 18 lesions (44%) and eccentric in 23 lesions (56%). Fourteen lesions (34%) showed no calcification, 15 lesions (37%) were superficially and 12 lesions (29%) were deeply calcified. Four distinct changes of the plaque morphology were manifested by ultrasound imaging after balloon angioplasty. Dissection with detachment of the plaque from the underlaying wall was found in 10 lesions, plaque splitting in 9 lesions, superficial tears in 6 lesions, and smooth plaque contours in 16 lesions. The incidence of dissection detected by intravascular ultrasound was significantly greater in eccentric lesions (p = 0.03) and in stenoses with a small total arterial area (p = 0.006). The incidence of dissection was significantly increased in vessels in which balloon cross-sectional area exceeded 50% of the total cross-sectional vessel area as compared to those with a smaller balloon-to-vessel ratio. Preinterventional IVUS imaging provides information about the target stenosis which can be used to assess the risk of postinterventional dissections. In addition to the size of the balloon in relation to vessel cross-sectional area, the features small total vessel cross-sectional area and eccentric stenosis morphology in the preinterventional IVUS study predispose to an increased risk of dissection. Further studies have to elucidate the influence of dissections on late outcome after angioplasty.",Füssl R; Burkhard-Meier C; Kaspers S; Deutsch HJ; Höpp HW; Sechtem U,,1995,Zeitschrift fur Kardiologie,Journal Article,,
rotating_wall,21552367,Impact of Scaffold Micro and Macro Architecture on Schwann Cell Proliferation under Dynamic Conditions in a Rotating Wall Vessel Bioreactor.,"Over the last decade tissue engineering has emerged as a powerful alternative to regenerate lost tissues owing to trauma or tumor. Evidence shows that Schwann cell containing scaffolds have improved performance in vivo as compared to scaffolds that depend on cellularization post implantation. However, owing to limited supply of cells from the patients themselves, several approaches have been taken to enhance cell proliferation rates to produce complete and uniform cellularization of scaffolds. The most common approach is the application of a bioreactor to enhance cell proliferation rate and therefore reduce the time needed to obtain sufficiently significant number of glial cells, prior to implantation.In this study, we show the application of a rotating wall bioreactor system for studying Schwann cell proliferation on nanofibrous spiral shaped scaffolds, prepared by solvent casting and salt leaching techniques. The scaffolds were fabricated from polycaprolactone (PCL), which has ideal mechanical properties and upon degradation does not produce acidic byproducts. The spiral scaffolds were coated with aligned or random nanofibers, produced by electrospinning, to provide a substrate that mimics the native extracellular matrix and the essential contact guidance cues.At the 4 day time point, an enhanced rate of cell proliferation was observed on the open structured nanofibrous spiral scaffolds in a rotating wall bioreactor, as compared to static culture conditions. However, the cell proliferation rate on the other contemporary scaffolds architectures such as the tubular and cylindrical scaffolds show reduced cell proliferation in the bioreactor as compared to static conditions, at the same time point. Moreover, the rotating wall bioreactor does not alter the orientation or the phenotype of the Schwann cells on the aligned nanofiber containing scaffolds, wherein, the cells remain aligned along the length of the scaffolds. Therefore, these open structured spiral scaffolds pre-cultured with Schwann cells, in bioreactors could potentially shorten the time needed for grafts for peripheral nerve regeneration.",Valmikinathan CM; Hoffman J; Yu X,,2011,"Materials science & engineering. C, Materials for biological applications",Journal Article,R03 NS058595/NS/NINDS NIH HHS/United States; R03 NS058595-01A2/NS/NINDS NIH HHS/United States,
rotating_wall,34715656,Vortex formation and associated aneurysmogenic transverse rotational shear stress near the apex of wide-angle cerebral bifurcations.,"OBJECTIVE: Aneurysm formation preferentially occurs at the site of wide-angle cerebral arterial bifurcations, which were recently shown to have a high longitudinal positive wall shear stress (WSS) gradient that promotes aneurysm formation. The authors sought to explore the other components of the hemodynamic environment that are altered with increasing bifurcation angle in the apical region and the effects of these components on WSS patterns on the vessel wall that may modulate aneurysm genesis and progression. METHODS: Parametric models of symmetrical and asymmetrical bifurcations were created with increasing bifurcation angles (45°-240°), and 3D rotational angiography models of 13 middle cerebral artery (MCA) bifurcations (7 aneurysmal, 6 controls) were analyzed using computational fluid dynamics. For aneurysmal bifurcations, the aneurysm was digitally removed to uncover hemodynamics at the apex. WSS vectors along cross-sectional planes distal to the bifurcation apex were decomposed as orthogonal projections to the cut plane into longitudinal and transverse (tangential to the cross-sectional plane) components. Transverse rotational WSS (TRWSS) and TRWSS gradients (TRWSSGs) were sampled and evaluated at the apex and immediately distal from the apex. RESULTS: In parametric models, increased bifurcation angle was associated with transverse flow vortex formation with emergence of an associated apical high TRWSS with highly aneurysmogenic positive TRWSSGs. While TRWSS decayed rapidly away from the apex in narrow-angle bifurcations, it remained greatly elevated for many radii downstream in aneurysm-prone wider bifurcations. In asymmetrical bifurcations, TRWSS was higher on the aneurysm-prone daughter vessel associated with the wider angle. Patient-derived models with aneurysmal bifurcations had wider angles (149.33° ± 12.56° vs 98.17° ± 8.67°, p < 0.001), with significantly higher maximum TRWSS (1.37 ± 0.67 vs 0.48 ± 0.23 Pa, p = 0.01) and TRWSSG (1.78 ± 0.92 vs 0.76 ± 0.50 Pa/mm, p = 0.03) compared to control nonaneurysmal bifurcations. CONCLUSIONS: Wider vascular bifurcations are associated with a novel and to the authors' knowledge previously undescribed transverse component rotational wall shear stress associated with a positive (aneurysmogenic) spatial gradient. The resulting hemodynamic insult, demonstrated in both parametric models and patient-based anatomy, is noted to decay rapidly away from the protection of the medial pad in healthy narrow-angle bifurcations but remain elevated distally downstream of wide-angle aneurysm-prone bifurcations. This TRWSS serves as a new contribution to the hemodynamic environment favoring aneurysm formation and progression at wide cerebral bifurcations and may have clinical implications favoring interventions that reduce bifurcation angle.",Malek AM; Hippelheuser JE; Lauric A,bifurcation apex; flow recirculation; intracranial aneurysms; vascular disorders; wall shear stress,2022,Journal of neurosurgery,Journal Article,,
rotating_wall,19660616,Ventricular function in patients with transposition of the great arteries operated with arterial switch.,"The study aim was to investigate ventricular function at long-term follow-up in patients operated with arterial switch for transposition of the great arteries (TGAs). Although midterm results for anatomic correction of TGA are promising, there are reported minor alterations in left ventricular (LV) function possibly indicating myocardial dysfunction. Twenty-two patients with TGAs 12.4 +/- 2.3 years old operated with arterial switch were studied by magnetic resonance imaging and echocardiography. Twenty-two age-matched healthy subjects served as controls. Myocardial deformation was described by longitudinal and circumferential shortening (measured as strain and strain rate) and ventricular torsion, measured by speckle-tracking echocardiography. Although standard measurements of global systolic LV function were normal in patients with TGAs, longitudinal shortening was decreased compared with controls. Longitudinal strain was decreased in all ventricular regions except the posterior wall and most pronounced in the apical segments. LV circumferential shortening was similar in the 2 groups. Also, in the right ventricular free wall patients displayed decreased longitudinal shortening in the mid and apical segment. Moreover, LV torsion was decreased in the TGA group. Although rotation was relatively homogenous at the apical and basal levels in controls, there was greater dispersion in rotation in the patient group, with basal rotation being greatest in the inferior wall and apical rotation being greatest in the anterior wall. In conclusion, there was slightly decreased longitudinal shortening in the 2 ventricles and decreased LV torsion in patients with TGAs, although standard measurements of global ventricular function were normal.",Pettersen E; Fredriksen PM; Urheim S; Thaulow E; Smith HJ; Smevik B; Smiseth O; Andersen K,,2009,The American journal of cardiology,Journal Article,,
rotating_wall,27630185,Microgravity as a biological tool to examine host-pathogen interactions and to guide development of therapeutics and preventatives that target pathogenic bacteria.,"Space exploration programs have long been interested in the effects of spaceflight on biology. This research is important not only in its relevance to future deep space exploration, but also because it has allowed investigators to ask questions about how gravity impacts cell behavior here on Earth. In the 1980s, scientists designed and built the first rotating wall vessel, capable of mimicking the low shear environment found in space. This vessel has since been used to investigate growth of both microorganisms and human tissue cells in low shear modeled microgravity conditions. Bacterial behavior has been shown to be altered both in space and under simulated microgravity conditions. In some cases, bacteria appear attenuated, whereas in others virulence is enhanced. This has consequences not only for manned spaceflight, but poses larger questions about the ability of bacteria to sense the world around them. By using the microgravity environment as a tool, we can exploit this phenomenon in the search for new therapeutics and preventatives against pathogenic bacteria for use both in space and on Earth. journals.permissions@oup.com.",Higginson EE; Galen JE; Levine MM; Tennant SM,bacteria; host pathogen; microgravity; rotating wall vessel; spaceflight; virulence,2016,Pathogens and disease,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Review",U19 AI109776/AI/NIAID NIH HHS/United States,
rotating_wall,34006430,Combined Rotational Atherectomy and Intravascular Lithotripsy to Treat a Calcified Vein Graft Stenosis.,Percutaneous coronary intervention to treat saphenous vein graft stenosis can be complicated by significant lesion and vessel wall calcification. We describe the first case of combined rotational atherectomy and intravascular lithotripsy to treat a severely calcified vein graft stenosis.,Bawamia B; Williams P,Intravascular lithotripsy; Rotational atherectomy; Saphenous vein graft,2021,Cardiovascular revascularization medicine : including molecular interventions,Case Reports; Journal Article,,
rotating_wall,17166827,Heterogeneous breast tumoroids: An in vitro assay for investigating cellular heterogeneity and drug delivery.,"Breast tumors are typically heterogeneous and contain diverse subpopulations of tumor cells with differing phenotypic properties. Planar cultures of cancer cell lines are not viable models of investigation of cell-cell and cell-matrix interactions during tumor development. This article presents an in vitro coculture-based 3-dimensional heterogeneous breast tumor model that can be used in drug resistance and drug delivery investigations. Breast cancer cell lines of different phenotypes (MDAMB231, MCF7, and ZR751) were cocultured in a rotating wall vessel bioreactor to form a large number of heterogeneous tumoroids in a single cell culture experiment. Cells in the rotating vessels were labeled with Cell Tracker fluorescent probes to allow for time course fluorescence microscopy to monitor cell aggregation. Histological sections of tumoroids were stained with hematoxylin and eosin, progesterone receptor, E-cadherin (E-cad), and proliferation marker ki67. In vitro tumoroids developed in this study recapture important features of the temporal-spatial organization of solid tumors, including the presence of necrotic areas at the center and higher levels of cell division at the tumor periphery. E-cad-positive MCF7 cells form larger tumoroids than E-cad-negative MDAMB231 cells. In heterogeneous tumors, the irregular surface roughness was mainly due to the presence of MDAMB231 cells, whereas MCF7 cells formed smooth surfaces. Moreover, when heterogeneous tumoroids were placed onto collagen gels, highly invasive MDAMB231 cell-rich surface regions produced extensions into the matrix, whereas poorly invasive MCF7 cells did not. The fact that one can form a large number of 1-mm tumoroids in 1 coculture attests to the potential use of this system at high-throughput investigations of cancer drug development and drug delivery into the tumor.",Vamvakidou AP; Mondrinos MJ; Petushi SP; Garcia FU; Lelkes PI; Tozeren A,,2007,Journal of biomolecular screening,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",,
rotating_wall,38254625,Structural and Molecular Changes of Human Chondrocytes Exposed to the Rotating Wall Vessel Bioreactor.,"Over the last 30 years, the prevalence of osteoarthritis (OA), a disease characterized by a loss of articular cartilage, has more than doubled worldwide. Patients suffer from pain and progressive loss of joint function. Cartilage is an avascular tissue mostly consisting of extracellular matrix with embedded chondrocytes. As such, it does not regenerate naturally, which makes an early onset of OA prevention and treatment a necessity to sustain the patients' quality of life. In recent years, tissue engineering strategies for the regeneration of cartilage lesions have gained more and more momentum. In this study, we aimed to investigate the scaffold-free 3D cartilage tissue formation under simulated microgravity in the NASA-developed rotating wall vessel (RWV) bioreactor. For this purpose, we cultured both primary human chondrocytes as well as cells from the immortalized line C28/I2 for up to 14 days on the RWV and analyzed tissue morphology, development of apoptosis, and expression of cartilage-specific proteins and genes by histological staining, TUNEL-assays, immunohistochemical detection of collagen species, and quantitative real-time PCR, respectively. We observed spheroid formation in both cell types starting on day 3. After 14 days, constructs from C28/I2 cells had diameters of up to 5 mm, while primary chondrocyte spheroids were slightly smaller with 3 mm. Further inspection of the 14-day-old C28/I2 spheroids revealed a characteristic cartilage morphology with collagen-type 1, -type 2, and -type 10 positivity. Interestingly, these tissues were less susceptible to RWV-induced differential gene expression than those formed from primary chondrocytes, which showed significant changes in the regulation of IL6, ACTB, TUBB, VIM, COL1A1, COL10A1, MMP1, MMP3, MMP13, ITGB1, LAMA1, RUNX3, SOX9, and CASP3 gene expression. These diverging findings might reflect the differences between primary and immortalized cells. Taken together, this study shows that simulated microgravity using the RWV bioreactor is suitable to engineer dense 3D cartilage-like tissue without addition of scaffolds or any other artificial materials. Both primary articular cells and the stable chondrocyte cell line C28/I2 formed 3D neocartilage when exposed for 14 days to an RWV.",Steinwerth P; Bertrand J; Sandt V; Marchal S; Sahana J; Bollmann M; Schulz H; Kopp S; Grimm D; Wehland M,cartilage; extracellular matrix; gene expression; rotating wall vessel; scaffold-free; simulated microgravity; tissue engineering,2023,Biomolecules,Journal Article,50WK2270G/Federal Ministry for Economic Affairs and Climate Action/; 50WB2219/Federal Ministry for Economic Affairs and Climate Action/,
rotating_wall,11370802,A novel preclinical model of human malignant melanoma utilizing bioreactor rotating-wall vessels.,"Malignant melanoma poses a serious health risk which is becoming more crucial as the incidence of this disease steadily increases. The development of appropriate in vitro models that reflect the in vivo tumor environment is a key factor for the study of this malignancy. The local tumor microenvironment plays a critical role in the ability of tumor cells to proliferate and metastasize. While interactions among various cell types are known to be important for tumor growth, most in vitro models utilize only tumor cells, ignoring the importance of tumor-stroma interactions, as well as the contribution of immune cells, which may be important for potential therapies. In addition, the cellular architecture found in vivo, known to be involved in changes in gene expression, is not reflected in standard two-dimensional culture systems. In this study, we have utilized rotating-vessel bioreactors to culture minced human melanoma specimens, allowing the culture of three-dimensional structures which reflect the cellular architecture and heterogeneous composition of the tumor site in vivo. The viability of the pieces in culture can be maintained for 1-2 wk. Immunohistochemical analysis shows multiple cellular types similar to the in vivo situation. Therefore, this system provides a unique model of human melanoma that mimics the in vivo tumor environment much more closely than current culture methods. This novel system may be utilized to determine the mechanism of action of current therapy protocols, as well as to develop new treatment regimens.",Licato LL; Prieto VG; Grimm EA,,2001,In vitro cellular & developmental biology. Animal,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",,
rotating_wall,21720795,[Modern angiographic diagnostic techniques in the catheter laboratory].,"Even at the beginning of the twenty-first century angiography still is the gold standard for imaging coronary arteries. Many limitations of this technique have facilitated advancements, such as quantitative coronary angiography and 3-dimensional reconstruction. The use of intravascular ultrasound has enabled a transmural in vivo imaging of the coronary arteries while creating cross-sectional images of the vessel wall. This led to a better evaluation of vascular plaques and the surrounding structures of the vessel. Optical coherence tomography is a new modality based on infrared light, which provides intraluminal and extraluminal imaging of vessels with a resolution of 10-20 µm, which is better than intravascular ultrasound (IVUS). However even this modern diagnostic tool is limited in the assessment of the relevance of an epicardial stenosis. Evaluation of the fractional flow reserve is a pathophysiological test, which measures the pressure before and after an epicardial stenosis and is able to assess the functional condition of a vessel with a high sensitivity and specificity. The so-called C-arm computed tomography (CACT; DynaCT Cardiac; Siemens, Erlangen, Germany) is a new application of an intraprocedural technique based on rotation of an x-ray source around a patient. It is able to generate information similar to that created by conventional computed tomography (CT) scans and offers the possibility to significantly enhance angiographic diagnostic modalities.",Rittger H; Sinha AM; Brachmann J,,2011,Herz,English Abstract; Journal Article; Review,,
rotating_wall,21402492,Reconstitution of hepatic tissue architectures from fetal liver cells obtained from a three-dimensional culture with a rotating wall vessel bioreactor.,"Reconstitution of tissue architecture in vitro is important because it enables researchers to investigate the interactions and mutual relationships between cells and cellular signals involved in the three-dimensional (3D) construction of tissues. To date, in vitro methods for producing tissues with highly ordered structure and high levels of function have met with limited success although a variety of 3D culture systems have been investigated. In this study, we reconstituted functional hepatic tissue including mature hepatocyte and blood vessel-like structures accompanied with bile duct-like structures from E15.5 fetal liver cells, which contained more hepatic stem/progenitor cells comparing with neonatal liver cells. The culture was performed in a simulated microgravity environment produced by a rotating wall vessel (RWV) bioreactor. The hepatocytes in the reconstituted 3D tissue were found to be capable of producing albumin and storing glycogen. Additionally, bile canaliculi between hepatocytes, characteristics of adult hepatocyte in vivo were also formed. Apart from this, bile duct structure secreting mucin was shown to form complicated tubular branches. Furthermore, gene expression analysis by semi-quantitative RT-PCR revealed the elevated levels of mature hepatocyte markers as well as genes with the hepatic function. With RWV culture system, we could produce functionally reconstituted liver tissue and this might be useful in pharmaceutical industry including drug screening and testing and other applications such as an alternative approach to experimental animals. All rights reserved.",Ishikawa M; Sekine K; Okamura A; Zheng YW; Ueno Y; Koike N; Tanaka J; Taniguchi H,,2011,Journal of bioscience and bioengineering,"Journal Article; Research Support, Non-U.S. Gov't",,
rotating_wall,11746501,Effect of culture in a rotating wall bioreactor on the physiology of differentiated neuron-like PC12 and SH-SY5Y cells.,"A variety of evidence suggests that nervous system function is altered during microgravity, however, assessing changes in neuronal physiology during space flight is a non-trivial task. We have used a rotating wall bioreactor with a high aspect ratio vessel (HARV), which simulates the microgravity environment, to investigate the how the viability, neurite extension, and signaling of differentiated neuron-like cells changes in different culture environments. We show that culture of differentiated PC12 and SH-SY5Y cells in the simulated microgravity HARV bioreactor resulted in high cell viability, moderate neurite extension, and cell aggregation accompanied by NO production. Neurite extension was less than that seen in static cultures, suggesting that less than optimal differentiation occurs in simulated microgravity relative to normal gravity. Cells grown in a mixed vessel under normal gravity (a spinner flask) had low viability, low neurite extension, and high glutamate release. This work demonstrates the feasibility of using a rotating wall bioreactor to explore the effects of simulated microgravity on differentiation and physiology of neuron-like cells.",Wang SS; Good TA,,2001,Journal of cellular biochemistry,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",,
rotating_wall,23388184,Individually tailored left ventricular lead placement: lessons from multimodality integration between three-dimensional echocardiography and coronary sinus angiogram.,"AIMS: Non-responder rates for cardiac resynchronization therapy (CRT) vary from 11% to 46%. Retrospective data imply a better outcome with stimulation of the latest contracting left ventricular (LV) region. Our study analysed the feasibility, safety and clinical outcome of prospectively planned LV lead placement at the site of latest mechanical activation. METHODS AND RESULTS: Thirty-eight heart failure patients with CRT indication were assessed by three-dimensional (3D) transoesophageal echocardiography and rotation angiography of the coronary sinus (CS). Both images were merged into a single 3D-model to identify CS target veins close to the site of latest mechanical activation. Subsequently, LV lead deployment was attempted at the desired target position. Patients were clinically and echocardiographically evaluated at baseline, after 3 and 6 months. The area of latest mechanical activation covered 6 ± 2 segments (38 ± 13% of LV surface) and was found lateral in 24 of 37 (65%), anterior in 11 of 37 (30%), inferior in 2 of 37 (5%), and septal in 1 of 37 (3%) patients. In 36 of 37 (97%) patients an appropriate target vein was identified and successful implantation could be performed in 34 of 37 (92%) patients. Among those patients clinical and echocardiographic response was observed in 91% and 81%, respectively. CONCLUSION: Individualized lead placement at the latest contracting LV site can be performed safely and successfully in the majority of patients. Initial clinical outcome data are encouraging. Identification of target sites requires multimodality integration between LV wall motion data and CS anatomy. Future developments need to improve those technologies and require randomized data on clinical outcome parameters.",Döring M; Braunschweig F; Eitel C; Gaspar T; Wetzel U; Nitsche B; Hindricks G; Piorkowski C,,2013,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal",Journal Article,,
rotating_wall,34198822,Mechanically Rotating Intravascular Ultrasound (IVUS) Transducer: A Review.,"Intravascular ultrasound (IVUS) is a valuable imaging modality for the diagnosis of atherosclerosis. It provides useful clinical information, such as lumen size, vessel wall thickness, and plaque composition, by providing a cross-sectional vascular image. For several decades, IVUS has made remarkable progress in improving the accuracy of diagnosing cardiovascular disease that remains the leading cause of death globally. As the quality of IVUS images mainly depends on the performance of the IVUS transducer, various IVUS transducers have been developed. Therefore, in this review, recently developed mechanically rotating IVUS transducers, especially ones exploiting piezoelectric ceramics or single crystals, are discussed. In addition, this review addresses the history and technical challenges in the development of IVUS transducers and the prospects of next-generation IVUS transducers.",Sung JH; Chang JH,atherosclerosis; intravascular ultrasound (IVUS); mechanical rotating IVUS transducer; multifrequency; single frequency,2021,"Sensors (Basel, Switzerland)",Journal Article; Review,"2020030086/Ministry of Science and ICT, South Korea/",
rotating_wall,28649629,RhoGTPase stimulation is associated with strontium chloride treatment to counter simulated microgravity-induced changes in multipotent cell commitment.,"Microgravity-related cytoskeletal disorganization is associated with an altered balance between osteoblastogenesis and adipogenesis of multipotent cells. Strontium chloride is known to increase osteoblastogenesis and repress adipogenesis, but its effects in microgravity-related conditions have not been established. Our goal was to investigate early events in this process, focusing on RhoGTPases as controllers of cytoskeletal organization leading to stem cell commitment. We cultivated C3H10T1/2 on microspheres using a rotating wall vessel bioreactor (NASA) in order to simulate microgravity-related conditions in adipogenesis and osteoblastogenesis conditions independently. We observed that rotating wall vessel cultures presented increased adipogenesis, while osteoblastogenesis was reduced. Strontium-treated multipotent cells presented a significant repression in adipogenesis (-90 %, p < 0.001 PPARyD8) and an activation of osteoblastogenesis (+95 %, p < 0.001 bone sialoprotein and osteopontin D8), even in gravity altered conditions. We established that concomitant RhoA/Rac1 activations were associated with osteoblastogenesis enhancement and adipogenesis limitation in uncommitted cells. As vascular endothelial growth factor splicing is mechanosensitive and its signaling is central to stem cell commitment, we investigated vascular endothelial growth factor production, isoforms and receptors expressions in our conditions. We observed that vascular endothelial growth factor and receptors expressions were not significantly affected, but we found that presence of soluble vascular endothelial growth factor was associated with RhoA/Rac1 activations, whereas sequestration of vascular endothelial growth factor by cells was associated with RhoA/Rac1 inhibitions. We propose that strontium triggers secretion of vascular endothelial growth factor and the subsequent Rac1 and RhoA activations leading to repression of adipogenesis and osteogenesis stimulation validating strontium as a counter measure for microgravity-induced alteration of cell commitment.",Louis F; Bouleftour W; Rattner A; Linossier MT; Vico L; Guignandon A,,2017,NPJ microgravity,Journal Article,,
rotating_wall,19439187,Sub-mitogenic phorbol myristate acetate co-stimulation rescues the PHA-induced activation of both naïve and memory T cells cultured in the rotating-wall vessel bioreactor.,"T lymphocytes are unresponsive to T cell receptor (TCR) stimulation during culture in spaceflight or ground-based microgravity analogs such as the rotating-wall vessel (RWV) bioreactor. The TCR-induced activation of a subset of T cells can be rescued in the RWV by co-stimulation with sub-mitogenic doses of phorbol ester (PMA). We report that PMA co-stimulation of primary human T cells cultured in the RWV rescues the phytohemagglutinin (PHA)-induced activation of the CD8+ and CD4+ T cell subsets as well as naïve and memory CD4+ T cells. Importantly, T cells activated in the RWV by PHA+PMA contained these subsets in proportions strikingly similar to control cultures activated with PHA alone. The data indicate that rescuing T cell activation with PMA co-stimulation does not significantly perturb the heterogeneity of the responding cells, and represent an important proof of principle for the design of immune-boosting agents for use in spaceflight.",Simons DM; Gardner EM; Lelkes PI,,2009,Cell biology international,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",,
rotating_wall,20127722,Intact T cell receptor signaling by CD4(+) T cells cultured in the rotating wall-vessel bioreactor.,"T lymphocytes fail to proliferate or secrete cytokines in response to T cell receptor (TCR) agonists during culture in spaceflight or ground-based microgravity analogs such as rotating wall-vessel (RWV) bioreactors. In RWVs, these responses can be rescued by co-stimulation with sub-mitogenic doses of the diacyl glycerol (DAG) mimetic phorbol myristate acetate. Based on this result we hypothesized that TCR activation is abrogated in the RWV due to impaired DAG signaling downstream of the TCR. To test this hypothesis we compared TCR-induced signal transduction by primary, human, CD4(+) T cells in RWV, and static culture. Surprisingly, we found little evidence of impaired DAG signaling in the RWV. Upstream of DAG, the tyrosine phosphorylation of several key components of the TCR-proximal signal was not affected by culture in the RWV. Similarly, the phosphorylation and compartmentalization of ERK and the degradation of IkappaB were unchanged by culture in the RWV indicating that RAS- and PKC-mediated signaling downstream of DAG are also unaffected by simulated microgravity. We conclude from these data that TCR signaling through DAG remains intact during culture in the RWV, and that the loss of functional T cell activation in this venue derives from the affect of simulated microgravity on cellular processes that are independent of the canonical TCR pathway.",Simons DM; Gardner EM; Lelkes PI,,2010,Journal of cellular biochemistry,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",,
rotating_wall,24299730,Parapapillary gamma zone hole.,"PURPOSE: To describe the appearance of a defect in the parapapillary region of a highly myopic eye. METHODS: During a routine ophthalmologic examination, in a 26-year-old man with a visual acuity of 0.80 and a refractive error of -10.25 D, a dehiscence in the parapapillary region was detected. A choroidal vessel appeared to emerge out of the dehiscence RESULTS: : Optical coherence tomography (OCT) revealed an apparent hole in the underlying scleral wall opening into a retrobulbar empty space. The latter was delimited by the dura mater as shown by a vertical bright band. Inside of the dura mater, the retrobulbar orbital cerebrospinal fluid space was widened. Interestingly, the same eye showed a parapapillary intrachoroidal cavitation almost completely hiding the main temporal inferior vessel branch. In addition, the optic disc was vertically rotated and slightly obliquely tilted so that its en face appearance was smaller than its surface as it appeared on the OCT image. CONCLUSIONS: The OCT revealed a parapapillary gamma zone hole in a highly myopic eye in association with a vertically rotated and slightly tilted optic disc with an inferior parapapillary intrachoroidal cavitation. The illustration may show the usefulness of the differentiation between the beta zone, gamma zone, and delta zone in the parapapillary region.",Dai Y; Jonas JB; Ling Z; Sun X,,2013,Journal of glaucoma,"Case Reports; Journal Article; Research Support, Non-U.S. Gov't",,
rotating_wall,38138317,Numerical Analysis of Stress Force on Vessel Walls in Atherosclerotic Plaque Removal through Coronary Rotational Atherectomy.,"Coronary rotational atherectomy is an effective technique for treating cardiovascular disease by removing calcified tissue using small rotary grinding tools. However, it is difficult to analyze the stress force on vessel walls using experiments directly. Using computational fluid dynamics is a better way to study the stress force characteristics of the burr grinding procedure from a fluid dynamics perspective. For this purpose, physical and simulation models of atherosclerotic plaque removal were constructed in this study. The simulation results show that smaller ratios between the burr and arterial diameter (B/A = 0.5) result in a more stable flow field domain. Additionally, the pressure and stress force generated by the 4.5 mm diameter grinding tool reach 92.77 kPa and 10.36 kPa, surpassing those of the 2.5 mm and 3.5 mm grinding tools. The study has demonstrated the use of computational fluid dynamics to investigate wall shear stress characteristics in medical procedures, providing valuable guidance for optimizing the procedure and minimizing complications.",Zhu Z; Chen L; Yu W; Gao C; He B,coronary rotational atherectomy; grinding tool; numerical simulation; stress force,2023,Micromachines,Journal Article,52205455/National Natural Science Foundation of China/; 2021J01560/Natural and Science Foundation of Fujian Province/,
